config_type,n,rel_F_RMSE_pct,mean_meV_A,median_meV_A,p90_meV_A,p95_meV_A,max_meV_A,shape_guess
FORCED_Close0.25Pt_neb_img09,1,20.995706314101202,76.97189050081816,76.97189050081816,76.97189050081816,76.97189050081816,76.97189050081816,broad/smooth
FORCED_Close0.25Pt_neb_img10,1,29.70088003708223,73.57100639349768,73.57100639349768,73.57100639349768,73.57100639349768,73.57100639349768,broad/smooth
FORCED_Close0.375PtO2_neb_img00,1,37.69918604486121,67.92390103219448,67.92390103219448,67.92390103219448,67.92390103219448,67.92390103219448,broad/smooth
FORCED_Close0.375PtOH2_neb_img00,1,34.75153699923419,63.679861810338245,63.679861810338245,63.679861810338245,63.679861810338245,63.679861810338245,broad/smooth
FORCED_Close0.375PtOH2_neb_img05,1,64.80658602138824,167.42699111159175,167.42699111159175,167.42699111159175,167.42699111159175,167.42699111159175,broad/smooth
FORCED_Close0.375PtOH2_neb_img06,1,15.473084740961832,87.1580348822842,87.1580348822842,87.1580348822842,87.1580348822842,87.1580348822842,broad/smooth
FORCED_Close0.375PtOH_neb_img00,1,40.75268139314988,73.68165095345019,73.68165095345019,73.68165095345019,73.68165095345019,73.68165095345019,broad/smooth
FORCED_Close0.375PtOH_neb_img08,1,38.160412491024836,72.20426253665954,72.20426253665954,72.20426253665954,72.20426253665954,72.20426253665954,broad/smooth
FORCED_Close0.375PtO_neb_img07,1,28.24830913537877,79.49773211943969,79.49773211943969,79.49773211943969,79.49773211943969,79.49773211943969,broad/smooth
FORCED_Close0.75PtO2_neb_img00,1,33.33315066020707,69.42152409778855,69.42152409778855,69.42152409778855,69.42152409778855,69.42152409778855,broad/smooth
FORCED_Close0.75PtO2_neb_img11,1,28.20187967320677,65.9340678320683,65.9340678320683,65.9340678320683,65.9340678320683,65.9340678320683,broad/smooth
FORCED_Close0.75PtOH2_neb_img00,1,33.69424142190249,70.58595181932654,70.58595181932654,70.58595181932654,70.58595181932654,70.58595181932654,broad/smooth
FORCED_Close0.75PtOH2_neb_img04,1,15.316782216541617,70.64617268461915,70.64617268461915,70.64617268461915,70.64617268461915,70.64617268461915,broad/smooth
FORCED_Close0.75PtOH_neb_img00,1,31.138017622059984,64.87247820480025,64.87247820480025,64.87247820480025,64.87247820480025,64.87247820480025,broad/smooth
FORCED_Close0.75PtOH_neb_img11,1,35.22058318810326,82.56748710560775,82.56748710560775,82.56748710560775,82.56748710560775,82.56748710560775,broad/smooth
FORCED_Close0.75PtO_neb_img04,1,18.55560494810954,74.4097913313122,74.4097913313122,74.4097913313122,74.4097913313122,74.4097913313122,broad/smooth
FORCED_Close0.75PtO_neb_img05,1,30.994288233216707,69.13722188008715,69.13722188008715,69.13722188008715,69.13722188008715,69.13722188008715,broad/smooth
FORCED_Close0.75Pt_neb_img05,1,32.517181538047474,78.20200512832916,78.20200512832916,78.20200512832916,78.20200512832916,78.20200512832916,broad/smooth
FORCED_Close0.75Pt_neb_img07,1,27.07566856854759,65.7619020271604,65.7619020271604,65.7619020271604,65.7619020271604,65.7619020271604,broad/smooth
FORCED_Dry0.0Pt_neb_img00,1,11.204784789953038,11.362677281355014,11.362677281355014,11.362677281355014,11.362677281355014,11.362677281355014,broad/smooth
FORCED_Dry0.0Pt_neb_img05,1,11.90048709192273,20.885290239271566,20.885290239271566,20.885290239271566,20.885290239271566,20.885290239271566,broad/smooth
FORCED_Dry0.25Pt_neb_img00,1,13.418938924705003,44.66448540591945,44.66448540591945,44.66448540591945,44.66448540591945,44.66448540591945,broad/smooth
FORCED_Dry0.25Pt_neb_img06,1,7.7556026979636545,28.129834783785956,28.129834783785956,28.129834783785956,28.129834783785956,28.129834783785956,broad/smooth
FORCED_Dry0.25Pt_neb_img11,1,12.546090768663914,36.97000109513544,36.97000109513544,36.97000109513544,36.97000109513544,36.97000109513544,broad/smooth
FORCED_Graphmono4x4x2,1,83.48363508867348,135.01745285519212,135.01745285519212,135.01745285519212,135.01745285519212,135.01745285519212,broad/smooth
FORCED_Naf0.25PtO2_neb_img00,1,35.0541223735327,70.96986544728446,70.96986544728446,70.96986544728446,70.96986544728446,70.96986544728446,broad/smooth
FORCED_Naf0.25PtOH2_neb_img00,1,66.61449361821568,68.14237149233736,68.14237149233736,68.14237149233736,68.14237149233736,68.14237149233736,broad/smooth
FORCED_Naf0.25PtOH_neb_img00,1,69.6745010892675,75.4275394536603,75.4275394536603,75.4275394536603,75.4275394536603,75.4275394536603,broad/smooth
FORCED_Naf0.25PtOH_neb_img06,1,42.14235048926114,200.1563092391421,200.1563092391421,200.1563092391421,200.1563092391421,200.1563092391421,broad/smooth
FORCED_Naf0.375Neb4,1,34.624860255193354,70.57607722442842,70.57607722442842,70.57607722442842,70.57607722442842,70.57607722442842,broad/smooth
FORCED_Naf0.375PtO2_neb_img00,1,66.85106635732147,70.00472649441744,70.00472649441744,70.00472649441744,70.00472649441744,70.00472649441744,broad/smooth
FORCED_Naf0.375PtO2_neb_img06,1,9.188248050601041,73.30259191229531,73.30259191229531,73.30259191229531,73.30259191229531,73.30259191229531,broad/smooth
FORCED_Naf0.375PtOH_neb_img00,1,66.63639089543197,72.76626382327895,72.76626382327895,72.76626382327895,72.76626382327895,72.76626382327895,broad/smooth
FORCED_Naf0.375PtOH_neb_img08,1,49.89033330751795,77.71101875454629,77.71101875454629,77.71101875454629,77.71101875454629,77.71101875454629,broad/smooth
FORCED_Naf0.375PtOH_neb_img10,1,55.15861838982953,68.74495480250263,68.74495480250263,68.74495480250263,68.74495480250263,68.74495480250263,broad/smooth
FORCED_Naf0.375Pt_neb_img08,1,12.341324181596558,67.14031616949842,67.14031616949842,67.14031616949842,67.14031616949842,67.14031616949842,broad/smooth
FORCED_Naf0.75O2neb10,1,38.83063086966945,81.83942266353007,81.83942266353007,81.83942266353007,81.83942266353007,81.83942266353007,broad/smooth
FORCED_Naf0.75PtO2_neb_img00,1,64.24517223964845,73.14568024831878,73.14568024831878,73.14568024831878,73.14568024831878,73.14568024831878,broad/smooth
FORCED_Naf0.75PtO2_neb_img04,1,30.296684334052422,77.65182187031489,77.65182187031489,77.65182187031489,77.65182187031489,77.65182187031489,broad/smooth
FORCED_Naf0.75PtO2_neb_img07,1,36.13605263027804,66.59410431134641,66.59410431134641,66.59410431134641,66.59410431134641,66.59410431134641,broad/smooth
FORCED_Naf0.75PtOH2_neb_img00,1,62.104729872797755,70.86404629410644,70.86404629410644,70.86404629410644,70.86404629410644,70.86404629410644,broad/smooth
FORCED_Naf0.75PtOH2_neb_img08,1,47.31836219353436,76.84527222171397,76.84527222171397,76.84527222171397,76.84527222171397,76.84527222171397,broad/smooth
FORCED_Naf0.75PtOH2_neb_img09,1,36.823905446363355,77.29936903124752,77.29936903124752,77.29936903124752,77.29936903124752,77.29936903124752,broad/smooth
FORCED_Naf0.75PtOH_neb_img00,1,63.405429392039565,73.56474782956498,73.56474782956498,73.56474782956498,73.56474782956498,73.56474782956498,broad/smooth
FORCED_Naf0.75PtOH_neb_img08,1,13.485082482724836,82.63617702164774,82.63617702164774,82.63617702164774,82.63617702164774,82.63617702164774,broad/smooth
FORCED_Naf0.75PtOH_neb_img09,1,18.13889895948985,76.60825112168467,76.60825112168467,76.60825112168467,76.60825112168467,76.60825112168467,broad/smooth
FORCED_Naf0.75Pt_neb_img06,1,55.857072980167196,73.21589284427874,73.21589284427874,73.21589284427874,73.21589284427874,73.21589284427874,broad/smooth
FORCED_Naf0.75Pt_neb_img10,1,33.66422354462897,81.84709216476965,81.84709216476965,81.84709216476965,81.84709216476965,81.84709216476965,broad/smooth
FORCED_Naf0.75neb4,1,34.755550886804826,70.6793552331804,70.6793552331804,70.6793552331804,70.6793552331804,70.6793552331804,broad/smooth
FORCED_Naf0.75neb6,1,38.89114681009251,80.96880465917022,80.96880465917022,80.96880465917022,80.96880465917022,80.96880465917022,broad/smooth
FORCED_Naf1.0PtO2_neb_img07,1,24.645107257454562,116.07015455433906,116.07015455433906,116.07015455433906,116.07015455433906,116.07015455433906,broad/smooth
FORCED_Naf1.0PtOH2,1,45.08116009596893,61.712735234748,61.712735234748,61.712735234748,61.712735234748,61.712735234748,broad/smooth
FORCED_Naf1.0PtO_neb_img03,1,23.081042265258365,80.91656049260207,80.91656049260207,80.91656049260207,80.91656049260207,80.91656049260207,broad/smooth
FORCED_Nafion_four_dry,1,55.63296256829758,135.16689546899073,135.16689546899073,135.16689546899073,135.16689546899073,135.16689546899073,broad/smooth
FORCED_Nafion_four_dry_neb_img00,1,27.457854908054944,136.83820103512662,136.83820103512662,136.83820103512662,136.83820103512662,136.83820103512662,broad/smooth
FORCED_Nafion_four_dry_neb_img11,1,55.63352185503419,135.1679409663167,135.1679409663167,135.1679409663167,135.1679409663167,135.1679409663167,broad/smooth
FORCED_Nafion_single_dry,1,55.64740496518214,132.22415415917342,132.22415415917342,132.22415415917342,132.22415415917342,132.22415415917342,broad/smooth
FORCED_Nafion_single_dry_neb_img00,1,14.011542301059311,127.52624682879188,127.52624682879188,127.52624682879188,127.52624682879188,127.52624682879188,broad/smooth
FORCED_Nafion_single_dry_neb_img11,1,55.64714400732438,132.2218886080337,132.2218886080337,132.2218886080337,132.2218886080337,132.2218886080337,broad/smooth
FORCED_Pt_particle_3_0,1,0.7604949713900301,2.3470450515907153,2.3470450515907153,2.3470450515907153,2.3470450515907153,2.3470450515907153,broad/smooth
FORCED_Pt_particle_6_2,1,51.65237485586789,134.92472375587104,134.92472375587104,134.92472375587104,134.92472375587104,134.92472375587104,broad/smooth
FORCED_Wet0.375PtO2_neb_img00,1,32.40915138926785,49.52855172148276,49.52855172148276,49.52855172148276,49.52855172148276,49.52855172148276,broad/smooth
FORCED_Wet0.375PtOH2_neb_img00,1,36.780691224912054,55.16215368606209,55.16215368606209,55.16215368606209,55.16215368606209,55.16215368606209,broad/smooth
FORCED_Wet0.375PtOH2_neb_img07,1,15.72371149683227,59.61722101122971,59.61722101122971,59.61722101122971,59.61722101122971,59.61722101122971,broad/smooth
FORCED_Wet0.375PtOH_neb_img00,1,29.216683505684024,46.389221064181264,46.389221064181264,46.389221064181264,46.389221064181264,46.389221064181264,broad/smooth
FORCED_Wet0.375PtOH_neb_img07,1,12.751213909522916,55.99504919078601,55.99504919078601,55.99504919078601,55.99504919078601,55.99504919078601,broad/smooth
FORCED_Wet0.375PtOH_neb_img08,1,11.965030569220499,58.630411373176436,58.630411373176436,58.630411373176436,58.630411373176436,58.630411373176436,broad/smooth
FORCED_Wet0.375PtO_neb_img08,1,8.357567987277433,59.85369663820498,59.85369663820498,59.85369663820498,59.85369663820498,59.85369663820498,broad/smooth
FORCED_Wet0.375Pt_neb_img10,1,24.102085446854378,55.074201440725695,55.074201440725695,55.074201440725695,55.074201440725695,55.074201440725695,broad/smooth
FORCED_Zig4x4sat,1,7.420669424681801,22.13218497915903,22.13218497915903,22.13218497915903,22.13218497915903,22.13218497915903,broad/smooth
Graph0.375Vac_initial,1,3.2422040356284945,52.30745569110542,52.30745569110542,52.30745569110542,52.30745569110542,52.30745569110542,broad/smooth
Graph3V_initial,4,3.5215070238261843,57.62238379862134,55.470756174078176,63.37497876406326,65.04747633958382,66.71997391510439,broad/smooth
Graph_initial,3,3.6507913562410295,57.76635021471975,58.048879375176575,62.06926053488229,62.571808179845505,63.07435582480872,broad/smooth
Naf0.0Pt,6,56.03822595994199,74.92004724549456,71.77566425716961,87.14693651434123,87.6107060503254,88.07447558630957,broad/smooth
Naf0.25Pt,4,45.72885062985815,79.95674485007241,77.45507729622864,84.60128798123125,86.11889261643236,87.63649725163347,broad/smooth
Naf0.25PtO,8,46.409802804761,70.84320221518976,70.54171494711926,74.23966793446883,76.24537525465583,78.25108257484283,broad/smooth
Naf0.25PtO2,3,30.80996618837814,72.70963887423136,70.455257514261,78.6103285361744,79.62971241391358,80.64909629165275,broad/smooth
Naf0.25PtOH,3,55.07114299982601,69.0551425808963,68.53283759614392,71.60234588346036,71.9860344193749,72.36972295528946,broad/smooth
Naf0.25PtOH2,6,46.03933023914134,72.71929823821256,72.58516036164532,76.23988278879104,76.95164687152895,77.66341095426687,broad/smooth
Naf0.375Pt,8,58.038609813824166,70.42856420686537,71.4335952574609,73.97303773109107,74.18249213997638,74.39194654886167,broad/smooth
Naf0.375PtO,5,53.63170483195474,89.52644457091476,81.16641410281228,107.31566717661673,108.0316819298089,108.74769668300105,broad/smooth
Naf0.375PtO2,11,54.09973115261186,68.534602758947,67.41541345025433,72.11567908793693,75.43658856253684,78.75749803713676,broad/smooth
Naf0.375PtOH,5,38.24211439710884,80.20798912329607,76.2741563984113,88.0714676358406,89.55054156508736,91.02961549433411,broad/smooth
Naf0.375PtOH2,9,55.81030773346064,76.81865107121962,73.15203826880685,83.11613651507977,97.95844225960668,112.80074800413362,broad/smooth
Naf0.75Pt,5,33.16913984285411,78.72360597438833,75.71647937354207,92.09056261410078,93.8710821998243,95.65160178554783,broad/smooth
Naf0.75PtO,5,26.721838269212025,67.53944271806411,67.32092875416657,70.14031120388088,70.25664690211686,70.37298260035281,broad/smooth
Naf0.75PtO2,7,28.028737282957277,71.8160519142749,69.20329710285127,79.02399150914925,84.58795633679163,90.15192116443406,broad/smooth
Naf0.75PtOH,6,28.81962303641338,67.16454102065929,67.4806222579517,70.64373666849666,71.23040977813741,71.81708288777817,broad/smooth
Naf0.75PtOH2,8,29.196557095439605,74.96326608539381,73.45075981331459,83.02920120346519,89.31288909092494,95.5965769783847,broad/smooth
Naf1.0Pt,12,47.93627223383445,76.82184818013856,73.2286260924625,92.36789925824534,99.32770646038907,106.15815993736047,broad/smooth
Naf1.0PtO,11,41.2061354159094,77.30497738226083,78.82127149417845,81.85110706539079,85.38451549303964,88.9179239206885,broad/smooth
Naf1.0PtO2,12,46.666210869055305,70.84188053684737,69.80939893635957,73.26720941639272,77.16169282044655,81.72878346932767,broad/smooth
Naf1.0PtOH,13,43.912670715699896,69.02515546829936,68.37325655831833,76.83925386471172,77.42543357126524,77.47400304448671,broad/smooth
Naf1.0PtOH2,2,44.91305496071326,68.50813790952844,68.50813790952844,73.94449670576299,74.6240415552923,75.30358640482162,broad/smooth
Nafion_four_dry_initial,2,12.106683955668386,135.4475395581391,135.4475395581391,136.9314793509456,137.11697182504642,137.30246429914723,broad/smooth
PtGraph10*7_initial,5,3.85384394754666,60.745720154621175,58.529960079392076,68.78879904918526,71.18819037865919,73.58758170813311,broad/smooth
PtHemGraph20*10_initial,1,2.9527760717578633,51.37892874612947,51.37892874612947,51.37892874612947,51.37892874612947,51.37892874612947,broad/smooth
PtNafSO3product_initial,1,10.554441973923208,114.18267871044722,114.18267871044722,114.18267871044722,114.18267871044722,114.18267871044722,broad/smooth
PtNaf_initial,1,10.877357399088336,105.48640282842142,105.48640282842142,105.48640282842142,105.48640282842142,105.48640282842142,broad/smooth
PtOso3sol_chair_initial,13,5.669297685293501,74.10482918732167,69.54638476246153,73.29367648118694,99.34723610460023,137.9959798057018,broad/smooth
Ptparticle_oxi_so3_chari_initial,1,4.568335537388178,68.12991017099053,68.12991017099053,68.12991017099053,68.12991017099053,68.12991017099053,broad/smooth
Wet0.0Pt,4,31.645130575072933,46.50194762410812,45.60670662146855,49.33429747925712,50.01887948344424,50.703461487631365,broad/smooth
Wet0.25Pt,5,27.566762775945868,47.762059374577994,47.029169162578825,50.852169729969496,51.7662316588092,52.680293587648904,broad/smooth
Wet0.25PtO,6,25.252563314247997,56.379421447268975,58.28153959077927,63.366265132540526,63.94762584361894,64.52898655469735,broad/smooth
Wet0.25PtOH,2,21.515924458607273,57.44419449009829,57.44419449009829,61.49600043558751,62.00247617877367,62.50895192195982,broad/smooth
Wet0.25PtOH2,2,36.14725664528424,53.34916967483245,53.34916967483245,57.62409386788393,58.15845939201536,58.6928249161468,broad/smooth
Wet0.375Pt,1,28.510402047353704,49.19958269580524,49.19958269580524,49.19958269580524,49.19958269580524,49.19958269580524,broad/smooth
Wet0.375PtO,3,17.868161264302085,52.786316055465726,51.45000813631683,54.88267506358723,55.311758429496024,55.740841795404826,broad/smooth
Wet0.375PtO2,7,25.20342931306353,54.79495766692222,50.20789541789876,65.26428289511196,75.11060837706239,84.95693385901288,broad/smooth
Wet0.375PtOH,5,31.48163629332866,54.57567815640084,53.06510745706598,59.31575343328664,59.4423842302908,59.56901502729496,broad/smooth
Wet0.375PtOH2,2,21.541640671705622,52.43926195566643,52.43926195566643,54.29776899826161,54.53008237858601,54.76239575891041,broad/smooth
Wet1.0Pt,2,25.52735265694616,53.17837456201349,53.17837456201349,54.815645179188415,55.02030400633528,55.224962833482145,broad/smooth
Wet1.0PtO,5,27.04385880328251,58.52477869259087,56.05767520091179,65.76884416314249,68.38734584543542,71.00584752772835,broad/smooth
Wet1.0PtO2,4,20.966595565326266,57.81348087568171,54.933197966675195,65.1518445555251,66.98063748917738,68.80943042282969,broad/smooth
Wet1.0PtOH,2,33.91851410132651,66.66060471108909,66.66060471108909,75.21577788188651,76.2851745282362,77.35457117458587,broad/smooth
Wet1.0PtOH2,5,25.06052590869675,52.469007253045774,51.64575403229433,55.5230197542521,55.81609971016852,56.10917966608494,broad/smooth
Zig4x4sat_sol_initial,9,5.198675883898485,66.75795950458263,56.21891341500314,88.52252448168093,106.0283686782044,123.5342128747279,broad/smooth
bot_dryo.375_pos_1,10,54.12096665319582,63.20649195723612,64.45538840184912,70.19855155384694,70.6827713728889,71.16699119193085,broad/smooth
bulk_water_Pt,20,7.579689887652161,44.57013154520516,44.371787885737604,47.442251007110706,50.84001105193204,51.45081068227254,broad/smooth
finalo2v_optimised_structure,1,73.3800543375251,57.0962200469819,57.0962200469819,57.0962200469819,57.0962200469819,57.0962200469819,broad/smooth
finalv_optimised_structure,1,51.6057115927934,69.33234907296625,69.33234907296625,69.33234907296625,69.33234907296625,69.33234907296625,broad/smooth
finoh0.75_optimised_structure,1,64.51182969011377,68.50392979172162,68.50392979172162,68.50392979172162,68.50392979172162,68.50392979172162,broad/smooth
finoh20.75_optimised_structure,1,56.08713563177913,64.1629690611462,64.1629690611462,64.1629690611462,64.1629690611462,64.1629690611462,broad/smooth
finoh2v_optimised_structure,1,62.117702586513545,58.75985897476253,58.75985897476253,58.75985897476253,58.75985897476253,58.75985897476253,broad/smooth
finohv_optimised_structure,1,61.94914557286761,57.06467268044972,57.06467268044972,57.06467268044972,57.06467268044972,57.06467268044972,broad/smooth
finov_optimised_structure,1,42.53267520636325,62.634625380561474,62.634625380561474,62.634625380561474,62.634625380561474,62.634625380561474,broad/smooth
finv0.75_optimised_structure,1,59.963052072648175,68.62221236280435,68.62221236280435,68.62221236280435,68.62221236280435,68.62221236280435,broad/smooth
fps_bulk_wet_pt_dissolved_wet_framesv1,8,8.565832730069891,44.53845601007335,44.794318047271034,46.744433082800704,47.01862781964598,47.29282255649126,broad/smooth
fps_naf_naf_contaminants,5,8.534354347406705,51.985969170533394,50.87620372919739,55.725504602944156,57.06644568392345,58.407386764902746,broad/smooth
